,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,latitude,longitude,distance_btw_lax,accommodates,bedrooms,beds,bathrooms,amenity_num,review_scores_rating,price
9287,1374,0,1.0,1.0,7,34.19218,-118.65966,36.22710653322011,2,1.0,1.0,1.0,470,99.0,136.0
9288,1936,0,1.0,1.0,5,34.10658,-118.33308000000001,19.62369110336877,2,-1.0,1.0,1.0,176,-1.0,171.0
9289,1607,0,1.0,1.0,5,33.85318,-118.09597,30.484368283051232,2,1.0,1.0,1.0,498,100.0,49.0
9290,1538,0,3.0,3.0,6,34.099959999999996,-118.28782,20.833745200115487,4,2.0,2.0,1.0,343,90.0,138.0
9291,1384,0,3.0,3.0,8,33.96147,-117.84161,52.35144400855858,2,1.0,2.0,1.5,477,90.0,40.0
9292,1373,1,4.0,4.0,3,33.86485,-118.34846999999999,10.177966081085955,4,2.0,2.0,1.0,604,96.0,125.0
9293,2275,0,1.0,1.0,7,34.04218,-118.25254,18.22172533483858,2,1.0,1.0,1.0,274,94.0,125.0
9294,2133,1,2.0,2.0,5,34.10369,-118.22336000000001,24.82672124916563,2,1.0,1.0,1.0,375,99.0,65.0
9295,1586,0,1.0,1.0,4,33.80175,-118.18524,25.828332564954135,6,2.0,3.0,1.0,498,97.0,121.0
9296,1563,0,3.0,3.0,3,34.052620000000005,-118.13421000000001,28.147556216331456,5,3.0,0.0,1.0,152,80.0,69.0
9297,1921,0,1.0,1.0,8,34.11206,-118.36388000000001,19.40127853049388,2,-1.0,0.0,1.0,123,-1.0,350.0
9298,1914,1,1.0,1.0,4,34.09514,-118.21186000000002,24.906330640985637,2,2.0,2.0,1.0,548,98.0,161.0
9299,1372,0,1.0,1.0,2,34.06566,-118.351,14.782726776529225,1,1.0,1.0,1.0,155,-1.0,70.0
9300,2349,0,3.0,3.0,5,34.090559999999996,-118.38951999999999,16.660945122846726,3,-1.0,3.0,1.0,353,95.0,79.0
9301,1372,0,1.0,1.0,8,34.067809999999994,-118.38399,14.219075036040417,1,1.0,1.0,1.0,283,96.0,250.0
9302,1372,1,3.0,3.0,4,34.066520000000004,-118.38325,14.088549518965857,2,1.0,1.0,1.5,443,98.0,80.0
9303,1428,0,13.0,13.0,7,33.96138,-118.40668000000001,2.2065252272010936,2,1.0,1.0,1.0,568,88.0,51.0
9304,2128,1,4.0,4.0,5,34.161190000000005,-118.11933,36.14914912279847,2,1.0,1.0,1.0,450,98.0,71.0
9305,1427,1,1.0,1.0,6,33.81005,-118.37646000000001,14.928445094043596,4,1.0,2.0,1.0,434,97.0,85.29
9306,2128,1,4.0,4.0,5,34.15996,-118.11735,36.19206634754556,2,1.0,1.0,1.0,347,99.0,95.0
9307,1371,0,2.0,2.0,5,34.172909999999995,-118.35762,26.152303888813712,1,1.0,1.0,1.0,262,-1.0,60.0
9308,1416,1,1.0,1.0,6,34.10818,-118.3408,19.55152023300219,6,3.0,3.0,3.0,490,98.0,395.0
9309,1371,0,3.0,3.0,7,33.91493,-118.3245,8.300672844348595,1,1.0,1.0,1.0,209,87.0,40.0
9310,1396,0,1.0,1.0,2,34.2291,-118.24196,35.46829180542846,1,1.0,1.0,1.0,97,-1.0,150.0
9311,2868,0,1.0,1.0,6,34.10003,-118.2083,25.51837728712444,2,1.0,1.0,1.0,227,100.0,125.0
9312,2343,1,4.0,4.0,7,34.10767,-118.32763,19.919633907320268,12,4.0,4.0,4.5,397,96.0,900.0
9313,3203,0,1.0,1.0,7,34.098890000000004,-118.34756000000002,18.375272942402983,1,-1.0,-1.0,1.0,116,-1.0,120.0
9314,2772,0,1.0,1.0,7,33.9862,-118.4585,6.773959027175987,8,3.0,4.0,2.5,277,-1.0,800.0
9315,1370,0,1.0,1.0,3,33.99358,-118.46826999999999,7.989331465543065,2,1.0,1.0,1.0,188,100.0,129.0
9316,1948,1,8.0,8.0,8,34.17856,-118.34268999999999,27.04566589066641,5,1.0,3.0,1.0,581,98.0,83.0
9317,1370,0,1.0,1.0,3,34.0789,-118.1389,29.1742961909508,1,1.0,1.0,1.0,2,-1.0,250.0
9318,2128,1,4.0,4.0,5,34.16171,-118.11841000000001,36.250675762135444,2,1.0,1.0,1.0,555,99.0,51.0
9319,1370,0,1.0,1.0,7,34.12509,-118.19535,28.329821814325506,6,1.0,3.0,1.0,260,100.0,125.0
9320,2541,1,2.0,2.0,6,34.1852,-118.33096,28.02178455825035,2,1.0,1.0,1.5,488,98.0,33.0
9321,1369,1,1.0,1.0,4,34.07416,-118.33932,16.06525622246594,4,2.0,4.0,1.5,352,99.0,120.0
9322,1664,0,2.0,2.0,6,34.05798,-118.30111000000001,16.298392777808996,2,1.0,1.0,1.0,275,95.0,58.0
9323,3118,0,3.0,3.0,6,34.10485,-118.27049,22.171953806500618,4,2.0,2.0,1.0,439,96.0,125.0
9324,1687,1,3.0,3.0,6,34.18633,-118.53076999999999,29.46066648931468,2,1.0,1.0,1.0,574,100.0,52.0
9325,2609,0,1.0,1.0,5,33.7751,-118.19349,27.155027016942686,2,-1.0,1.0,1.0,105,93.0,72.0
9326,2059,1,3.0,3.0,6,33.8328,-118.32516000000001,14.341234589069927,4,1.0,1.0,1.0,444,96.0,111.0
9327,1369,0,1.0,1.0,2,33.92407,-118.35538000000001,5.275805395746742,2,1.0,0.0,1.0,138,-1.0,45.0
9328,2541,1,1.0,1.0,10,34.04058,-118.25133999999998,18.201114691567764,2,1.0,1.0,1.0,580,99.0,169.0
9329,1369,0,2.0,2.0,8,33.83548,-118.38923999999999,11.93692342158326,4,2.0,2.0,2.0,312,100.0,220.0
9330,1440,0,2.0,2.0,6,34.06817,-118.35361999999999,14.960207777049947,6,2.0,5.0,2.0,547,91.0,151.0
9331,1368,1,1.0,1.0,3,34.094640000000005,-118.12319,31.331486962700104,2,1.0,1.0,1.0,361,97.0,55.0
9332,1501,1,1.0,1.0,6,34.05469,-118.36073,13.328018337730583,2,1.0,1.0,1.0,573,100.0,119.0
9333,3121,0,2.0,2.0,2,34.040209999999995,-118.36477,11.686308161849682,1,1.0,1.0,1.0,132,-1.0,30.0
9334,2947,1,1.0,1.0,8,34.08913,-118.60011000000002,24.111450179444464,2,1.0,1.0,1.0,279,99.0,145.0
9335,1867,1,1.0,1.0,7,34.03328,-118.46862,11.60748973303267,2,1.0,1.0,1.5,569,99.0,55.0
9336,2905,0,10.0,10.0,6,33.88854,-118.08083,30.816262573956767,2,-1.0,0.0,1.0,385,100.0,60.0
9337,2925,1,2.0,2.0,8,34.09028,-118.2814,20.268425231681313,3,2.0,2.0,1.0,323,100.0,224.0
9338,1367,0,1.0,1.0,2,33.99106,-118.43528,6.0306620432749805,2,1.0,1.0,1.0,307,-1.0,240.0
9339,2095,1,2.0,2.0,5,33.86094,-118.39661000000001,9.038699945574725,5,1.0,3.0,1.0,134,100.0,90.0
9340,2023,0,8.0,8.0,5,34.10167,-118.33161000000001,19.163746271486417,6,2.0,2.0,1.0,361,89.0,125.0
9341,2216,0,2.0,2.0,4,34.07803,-118.36121999999999,15.788832803902352,5,2.0,2.0,2.0,146,-1.0,190.0
9342,2410,1,1.0,1.0,4,34.10693,-118.22931000000001,24.71956780198405,4,1.0,3.0,1.0,410,99.0,150.0
9343,2205,1,2.0,2.0,10,34.09254,-118.35645,17.46137503024739,2,1.0,1.0,1.0,419,93.0,93.0
9344,1975,0,1.0,1.0,4,34.1693,-118.46547,25.86543717390787,2,1.0,2.0,1.0,251,93.0,80.0
9345,2252,0,11.0,11.0,10,34.049,-118.3569,12.858932422538672,4,-1.0,2.0,1.0,731,85.0,109.0
9346,1367,1,1.0,1.0,4,33.8705,-118.36675,8.797619229000905,2,1.0,1.0,1.0,489,99.0,65.0
9347,1366,1,1.0,1.0,6,34.15056,-118.38238999999999,23.36682507855808,2,1.0,1.0,1.0,336,99.0,79.0
9348,1963,1,2.0,2.0,7,34.25585,-118.50636999999999,36.09764888883282,2,1.0,1.0,1.0,583,97.0,70.0
9349,1592,1,19.0,19.0,6,34.060179999999995,-118.44193,13.545083759515652,5,2.0,2.0,2.0,316,99.0,228.0
9350,3025,0,1.0,1.0,8,34.12458,-118.20258999999999,27.829656735051902,2,-1.0,0.0,1.0,318,97.0,75.0
9351,2292,1,11.0,11.0,8,34.11558,-118.32413000000001,20.856162084857427,5,2.0,2.0,2.0,364,97.0,355.0
9352,2355,0,2.0,2.0,8,34.09581,-117.73302,64.5937132592259,8,4.0,4.0,3.5,224,100.0,314.0
9353,2154,1,1.0,1.0,5,34.07555,-118.2635,20.018347589219307,2,1.0,1.0,1.0,639,99.0,73.0
9354,2699,0,3.0,3.0,7,33.99631,-118.47918999999999,8.919356664001702,4,2.0,2.0,2.0,463,98.0,350.0
9355,1442,0,5.0,5.0,3,33.99021,-117.88767,48.35015134616149,1,1.0,1.0,1.5,184,96.0,33.0
9356,1364,0,4.0,4.0,3,34.2516,-118.54751999999999,36.78209263604189,2,1.0,2.0,1.0,555,89.0,88.0
9357,2908,0,3.0,3.0,6,34.019890000000004,-118.31378000000001,12.33524216215887,10,1.0,12.0,2.5,214,-1.0,35.0
9358,1406,0,28.0,28.0,6,34.062,-118.44312,13.767309617731394,6,2.0,3.0,2.0,471,97.0,196.0
9359,2908,0,3.0,3.0,6,34.01771,-118.31198,12.285127122937174,6,1.0,12.0,2.5,214,-1.0,35.0
9360,2908,0,3.0,3.0,6,34.018570000000004,-118.31273999999999,12.300776883432349,2,1.0,2.0,2.5,214,100.0,850.0
9361,2856,0,2.0,2.0,5,34.080870000000004,-118.27073999999999,20.03254599344206,2,1.0,1.0,1.0,416,91.0,55.0
9362,2965,1,1.0,1.0,5,33.986540000000005,-118.43482,5.55718579698259,4,-1.0,2.0,1.0,435,94.0,88.0
9363,2210,0,3.0,3.0,7,34.1488,-118.41367,23.051746612029465,4,2.0,2.0,1.5,456,91.0,170.0
9364,2649,1,23.0,23.0,9,34.008559999999996,-118.49356,10.818115718518778,2,1.0,1.0,1.0,431,100.0,130.0
9365,1363,1,2.0,2.0,6,34.08425,-118.3887,15.971608896682152,2,1.0,1.0,1.0,342,98.0,160.0
9366,1712,0,10.0,10.0,3,34.06258,-118.44391999999999,13.847284097028586,3,1.0,1.0,1.0,177,100.0,145.0
9367,1543,1,6.0,6.0,4,34.03217,-118.72233,30.646945554004308,6,3.0,3.0,3.0,439,98.0,662.0
9368,1930,0,1.0,1.0,7,34.063109999999995,-118.31827,15.871219575675443,2,1.0,1.0,1.0,180,-1.0,10000.0
9369,2297,0,1.0,1.0,7,34.01638,-118.40433,8.326655030220703,7,3.0,4.0,2.5,555,100.0,350.0
9370,1811,1,2.0,2.0,3,33.79761,-118.34297,17.121293510956964,2,1.0,1.0,1.0,557,99.0,69.0
9371,2020,1,1.0,1.0,6,34.15115,-118.45246000000002,23.65771199605275,2,1.0,1.0,1.0,376,98.0,89.0
9372,1208,0,3.0,3.0,8,33.77086,-118.15463999999999,30.174876615013464,2,1.0,1.0,1.0,404,94.0,48.0
9373,1655,1,9.0,9.0,4,33.976729999999996,-118.46231999999999,6.318469154428908,3,-1.0,1.0,1.0,287,95.0,135.0
9374,2987,0,1.0,1.0,6,34.0651,-118.45101000000001,14.2852093024734,2,1.0,1.0,1.0,560,96.0,80.0
9375,1362,0,1.0,1.0,3,34.11524,-118.38103000000001,19.479243825959507,2,2.0,2.0,2.0,631,94.0,140.0
9376,1904,0,6.0,6.0,6,34.0934,-118.34401000000001,17.90092898867102,2,-1.0,1.0,1.0,439,94.0,88.0
9377,445,0,1.0,1.0,2,34.06425,-118.45076,14.187973260226316,4,1.0,1.0,1.0,537,97.0,99.0
9378,1361,1,2.0,2.0,9,33.77812,-118.2002,26.47299927790159,2,1.0,1.0,1.5,378,96.0,200.0
9379,3442,1,2.0,2.0,5,33.8905,-118.40602,5.688452379348313,1,1.0,1.0,1.0,434,80.0,99.0
9380,1493,0,5.0,5.0,7,33.9888,-117.9164,45.69947250159657,4,1.0,2.0,1.0,267,92.0,125.0
9381,2798,0,1.0,1.0,6,33.99163,-117.97977,39.939858129158885,3,1.0,2.0,1.5,751,94.0,60.0
9382,2213,1,12.0,12.0,6,34.03904,-118.67257,26.65646080063438,4,1.0,2.0,1.0,327,98.0,529.0
9383,2111,0,1.0,1.0,5,33.95478,-118.43569,2.9057453191973606,3,1.0,1.0,1.0,264,96.0,165.0
9384,1432,1,3.0,3.0,3,34.04416,-118.43576000000002,11.681451768145584,8,3.0,4.0,3.0,730,100.0,399.0
9385,1432,1,3.0,3.0,3,34.04425,-118.43753999999998,11.72762146836139,2,1.0,1.0,1.0,374,-1.0,100.0
9386,1991,1,5.0,5.0,5,34.157509999999995,-118.12716999999999,35.34084399151692,2,1.0,1.0,1.0,530,100.0,85.0
9387,1904,0,6.0,6.0,6,34.093759999999996,-118.34361000000001,17.950955762862883,3,1.0,2.0,1.0,439,96.0,95.0
9388,1712,0,3.0,3.0,8,34.1015,-118.34398999999999,18.75362507379795,4,1.0,2.0,1.0,478,91.0,89.0
9389,2699,0,2.0,2.0,5,34.09715,-118.39335,17.358085253764205,5,2.0,2.0,3.0,500,95.0,425.0
9390,1360,1,2.0,2.0,4,34.05001,-118.33936000000001,13.640330516239027,4,2.0,2.0,1.0,572,98.0,160.0
9391,1765,0,0.0,0.0,3,34.0638,-118.43531000000002,13.815276050858175,2,1.0,1.0,1.0,171,98.0,140.0
9392,1544,0,1.0,1.0,8,33.97824,-118.43595,4.798201398168815,2,1.0,1.0,1.0,323,100.0,67.0
9393,1638,0,1.0,1.0,3,34.0489,-118.19125,23.320077565606333,4,2.0,2.0,1.0,279,94.0,98.0
9394,1712,0,10.0,10.0,3,34.06127,-118.44555,13.74232735278782,5,2.0,4.0,2.0,206,96.0,159.0
9395,1452,0,1.0,1.0,4,33.95234,-118.33466000000001,6.917243474799107,2,1.0,1.0,1.5,612,99.0,80.0
9396,1822,0,1.0,1.0,6,33.87048,-118.05506000000001,33.57327856336466,2,2.0,0.0,1.5,190,-1.0,120.0
9397,3325,1,2.0,2.0,7,33.79696,-118.21068000000001,24.34370061156572,2,1.0,1.0,1.0,595,98.0,50.0
9398,1595,1,2.0,2.0,10,34.15361,-118.1191,35.601675569817246,5,2.0,3.0,1.0,632,96.0,189.0
9399,1359,1,0.0,0.0,6,34.1655,-118.0961,38.066428357632084,2,1.0,1.0,1.5,497,97.0,65.0
9400,2247,1,1.0,1.0,3,34.1781,-118.54668999999998,29.225894646870827,2,-1.0,1.0,1.0,479,99.0,85.0
9401,1359,1,1.0,1.0,4,34.043479999999995,-118.38001000000001,11.632695699643142,2,1.0,1.0,2.0,381,99.0,65.0
9402,1359,0,1.0,1.0,5,34.09212,-118.34125,17.853481132819876,1,1.0,1.0,1.0,131,-1.0,150.0
9403,2094,0,1.0,1.0,7,34.15603,-118.45285,24.198698689489927,2,-1.0,1.0,1.0,553,95.0,100.0
9404,1541,0,4.0,4.0,5,34.1026,-118.33571,19.123994615638367,6,1.0,2.0,1.0,396,89.0,188.0
9405,1881,0,1.0,1.0,5,34.152,-118.27138000000001,26.596837962256593,6,2.0,3.0,2.5,144,95.0,150.43
9406,1358,1,1.0,1.0,6,33.98715,-118.45721999999999,6.772773327695559,2,1.0,1.0,1.5,566,97.0,73.0
9407,1832,1,12.0,12.0,10,33.97251,-118.36381999999999,5.367781812762026,10,3.0,3.0,2.0,646,95.0,209.0
9408,4244,1,8.0,8.0,9,33.98751,-118.43418,5.629325140485275,1,1.0,2.0,1.0,548,96.0,71.0
9409,1468,0,2.0,2.0,9,34.1465,-118.02626000000001,41.95880157687589,4,2.0,2.0,1.0,466,90.0,145.0
9410,1740,1,8.0,8.0,6,34.064890000000005,-118.11827,30.071132820901965,2,1.0,1.0,1.0,557,99.0,38.0
9411,1832,1,12.0,12.0,10,33.97251,-118.36381999999999,5.367781812762026,4,1.0,1.0,1.0,594,93.0,117.0
9412,2440,1,1.0,1.0,7,34.14332,-118.36231000000001,22.83758981039268,2,1.0,1.0,0.0,428,99.0,67.0
9413,2930,0,1.0,1.0,4,34.0937,-118.38202,17.09329307177487,2,1.0,1.0,1.0,318,-1.0,244.0
9414,2257,1,1.0,1.0,6,34.09036,-118.20443,25.05540977194365,3,1.0,2.0,1.0,508,97.0,89.0
9415,1357,0,1.0,1.0,3,34.10049,-118.28523999999999,21.011270768553178,2,1.0,1.0,1.0,515,96.0,70.0
9416,1901,1,3.0,3.0,8,34.043409999999994,-118.21986000000001,20.757791124289245,1,1.0,1.0,1.0,276,96.0,36.0
9417,1503,0,2.0,2.0,7,34.06228,-118.40964,13.423627885403414,3,1.0,2.0,1.0,505,97.0,133.0
9418,1955,1,1.0,1.0,8,34.14285,-118.25391,26.53487999045329,5,1.0,1.0,1.0,512,99.0,281.0
9419,2853,0,1.0,1.0,5,34.06207,-118.42588,13.49535647345449,2,-1.0,1.0,1.0,110,80.0,65.0
9420,1419,0,1.0,1.0,3,34.10037,-118.36468,18.116131458805828,3,1.0,1.0,1.0,269,96.0,110.0
9421,2921,0,6.0,6.0,9,34.10458,-118.34017,19.191495555722163,2,1.0,1.0,1.0,497,92.0,115.0
9422,1356,1,1.0,1.0,5,34.02637,-118.41355,9.440449819702563,4,2.0,2.0,1.0,495,97.0,150.0
9423,1614,0,1.0,1.0,6,34.16956,-118.44363999999999,25.561899159975248,2,-1.0,1.0,1.0,250,100.0,80.86
9424,1355,1,0.0,0.0,3,33.85694,-118.23785,18.354603582170604,2,1.0,1.0,0.5,408,98.0,42.0
9425,3966,1,0.0,0.0,10,33.99557,-118.45957,7.630944371400809,4,2.0,2.0,2.0,656,99.0,493.0
9426,1824,0,1.0,1.0,5,34.011179999999996,-118.43217,8.04143614207792,3,1.0,2.0,1.0,597,97.0,98.57
9427,1359,0,1.0,1.0,5,33.98368,-118.32356999999999,9.1267288109431,1,1.0,1.0,0.0,249,100.0,28.0
9428,1355,0,1.0,1.0,5,34.01443,-118.45906000000001,9.347330842731692,2,1.0,1.0,1.0,539,95.0,96.14
9429,1411,0,1.0,1.0,3,34.086929999999995,-118.28341999999999,19.85695422810181,16,2.0,11.0,2.0,268,100.0,250.0
9430,1705,0,1.0,1.0,7,34.1132,-118.2578,23.607324132283352,2,1.0,1.0,1.0,303,96.0,151.0
9431,1355,0,3.0,3.0,8,34.11826,-118.02245,40.65115139180364,2,1.0,1.0,1.5,256,94.0,50.0
9432,1354,1,20.0,20.0,9,34.058640000000004,-118.10396999999999,30.95260129493739,16,5.0,8.0,4.0,542,97.0,525.0
9433,1354,1,1.0,1.0,5,34.05085,-118.3713,12.626797801549168,4,2.0,5.0,1.0,613,96.0,295.0
9434,2126,0,1.0,1.0,7,34.12395,-118.42911000000001,20.371537874142554,10,5.0,5.0,3.5,395,87.0,850.0
9435,2742,1,1.0,1.0,6,34.125820000000004,-118.20003999999999,28.090848024062254,4,1.0,2.0,1.0,492,100.0,78.0
9436,1815,1,19.0,19.0,3,34.05723,-118.35359,13.822345454336004,4,2.0,2.0,1.0,160,-1.0,199.0
9437,2114,0,47.0,47.0,7,34.14948,-118.48645,24.212820690966016,10,5.0,5.0,5.5,698,87.0,1500.0
9438,1354,0,1.0,1.0,5,33.76682,-118.15907,30.146234929509514,4,1.0,2.0,1.0,607,96.0,150.0
9439,2764,0,1.0,1.0,5,34.10658,-118.28703,21.497525124436084,3,1.0,2.0,1.0,275,92.0,76.0
9440,2254,0,1.0,1.0,4,34.09236,-118.27671000000001,20.70826045049941,2,1.0,1.0,1.0,179,100.0,69.0
9441,1355,1,2.0,2.0,7,34.18868,-118.28515,29.74018537483817,2,1.0,2.0,1.0,490,98.0,55.0
9442,1354,0,8.0,8.0,9,34.08804,-118.14487,29.259161263773645,8,3.0,5.0,2.5,522,92.0,195.0
9443,2396,1,1.0,1.0,6,34.0795,-118.3572,16.05132737958288,6,3.0,3.0,2.0,527,99.0,335.0
9444,2423,0,1.0,1.0,3,34.063629999999996,-118.38103000000001,13.807707977783958,2,1.0,1.0,1.0,445,100.0,85.0
9445,1353,1,1.0,1.0,2,33.92868,-118.41706,1.639893153689756,3,1.0,4.0,1.0,522,99.0,100.0
9446,1527,0,6.0,6.0,1,33.972770000000004,-117.90482,46.598707430970485,2,1.0,1.0,1.5,244,-1.0,92.0
9447,2792,0,1.0,1.0,8,34.1853,-118.58843999999999,31.775567537827865,4,1.0,1.0,1.0,202,20.0,176.0
9448,3456,0,11.0,11.0,8,34.09932,-118.34413,18.51970412021601,4,1.0,2.0,1.0,255,92.0,95.0
9449,1527,0,6.0,6.0,1,33.97402,-117.9062,46.48198281950702,2,1.0,1.0,1.5,285,-1.0,45.0
9450,1826,0,2.0,2.0,7,34.04479,-118.34416,12.920778025242459,4,1.0,1.0,1.0,2,70.0,51.0
9451,1747,0,1.0,1.0,5,34.04457,-118.25209,18.418462328743573,11,-1.0,1.0,1.0,29,-1.0,181.0
9452,1606,1,1.0,1.0,8,33.96367,-118.38453999999999,3.303531548067919,4,1.0,2.0,1.0,728,98.0,83.0
9453,1436,0,3.0,3.0,5,33.972590000000004,-118.29005,11.458972139590186,2,1.0,1.0,1.0,208,94.0,42.0
9454,1351,1,13.0,13.0,5,33.96735,-117.915,45.62179237271284,2,1.0,1.0,1.0,597,93.0,65.0
9455,2246,0,2.0,2.0,4,34.1458,-118.02388,42.10121116670847,2,1.0,1.0,1.0,128,70.0,69.0
9456,2190,0,1.0,1.0,7,34.05125,-118.24407,19.45964041844567,2,1.0,1.0,1.0,2,-1.0,115.0
9457,1351,0,1.0,1.0,2,34.17216,-118.11698999999999,37.13896544890921,1,1.0,1.0,1.0,195,-1.0,125.0
9458,1494,0,15.0,15.0,9,34.19959,-118.45293000000001,28.98670202359461,12,4.0,7.0,3.0,574,-1.0,279.0
9459,2121,0,1.0,1.0,6,34.05258,-118.38108000000001,12.600601737624148,2,1.0,1.0,1.0,258,100.0,299.0
9460,1454,0,8.0,8.0,3,33.89956,-118.30083,10.983088750041693,1,1.0,1.0,2.0,273,87.0,35.0
9461,1454,0,8.0,8.0,3,33.90108,-118.30167,10.841536704359203,1,1.0,1.0,2.0,262,89.0,34.0
9462,2992,1,8.0,8.0,7,34.035920000000004,-118.45998,11.515499519442612,2,1.0,1.0,1.0,292,98.0,98.0
9463,2083,1,1.0,1.0,5,33.78717,-118.38861000000001,17.27517747484091,10,5.0,4.0,2.5,630,100.0,1143.0
9464,1644,0,0.0,0.0,5,34.00456,-118.48414,9.885570506751897,4,1.0,3.0,1.0,538,98.0,189.0
9465,2150,0,1.0,1.0,9,34.06415,-118.29863999999999,16.9832865877197,3,-1.0,1.0,1.0,205,100.0,164.0
9466,1580,0,7.0,7.0,4,34.076440000000005,-118.35094,15.909552958357546,2,1.0,1.0,1.0,241,96.0,79.0
9467,1355,1,1.0,1.0,5,34.17524,-118.26024,29.360133997001483,6,2.0,3.0,1.5,622,97.0,422.0
9468,3107,0,1.0,1.0,4,34.02102,-118.40986000000001,8.834763901678235,2,1.0,2.0,1.0,225,98.0,30.0
9469,1416,0,1.0,1.0,8,33.97034,-118.09393999999999,29.197289424303236,6,3.0,3.0,3.5,448,90.0,155.0
9470,1543,1,6.0,6.0,4,34.03176,-118.72181,30.586739507325426,6,3.0,3.0,3.0,444,97.0,1055.0
9471,2649,1,23.0,23.0,9,34.00873,-118.49545,10.958082886960488,2,-1.0,0.0,1.0,431,100.0,79.0
9472,1349,1,16.0,16.0,7,34.00846,-118.81263999999999,38.01274069872718,16,7.0,7.0,7.0,659,-1.0,5400.0
9473,1349,0,1.0,1.0,3,34.05621,-118.17943000000001,24.67228366630878,2,1.0,1.0,1.0,298,99.0,95.0
9474,2047,0,2.0,2.0,6,33.98833,-118.46078999999999,7.091281257038697,10,3.0,4.0,2.5,529,97.0,493.0
9475,1742,1,1.0,1.0,6,34.16257,-118.35981000000001,24.984691190041524,2,-1.0,1.0,1.0,431,100.0,138.0
9476,2672,1,1.0,1.0,6,33.98715,-118.46346000000001,7.16773586335152,8,2.0,4.0,2.0,562,98.0,263.0
9477,1454,0,8.0,8.0,3,33.90041,-118.30094,10.93390556611756,2,1.0,1.0,2.0,281,83.0,42.0
9478,1348,0,2.0,2.0,4,33.99273,-118.46463,7.691245034644304,2,1.0,1.0,1.0,226,100.0,225.0
9479,1426,1,1.0,1.0,8,34.17017,-118.36148,25.79040291848459,2,-1.0,0.0,1.0,203,95.0,74.0
9480,1348,1,3.0,3.0,8,34.08357,-118.18337,26.08097672686541,4,1.0,1.0,1.0,537,100.0,85.0
9481,1360,0,1.0,1.0,7,34.060179999999995,-118.43935,13.492927991338007,2,1.0,3.0,1.0,307,94.0,165.0
9482,1348,1,3.0,3.0,8,34.08311,-118.18096000000001,26.22747144509414,6,2.0,2.0,1.0,598,96.0,132.0
9483,2618,0,1.0,1.0,4,34.18143,-118.36011,27.04634655875716,3,1.0,1.0,1.0,279,100.0,135.0
9484,1470,1,1.0,1.0,7,34.058009999999996,-118.4301,13.100569076861717,8,3.0,6.0,2.0,376,99.0,303.0
9485,1551,0,7.0,7.0,9,34.06762,-118.02332,38.18288154998492,8,3.0,4.0,2.5,562,96.0,263.0
9486,1348,0,1.0,1.0,1,34.06406,-118.10817,30.86215556388998,1,1.0,1.0,1.0,162,-1.0,50.0
9487,1348,1,3.0,3.0,8,34.0811,-118.18306000000001,25.938694115390952,2,1.0,1.0,1.0,496,100.0,85.0
9488,1622,1,3.0,3.0,3,34.23539,-118.50759,33.92910527654621,2,1.0,1.0,1.0,582,99.0,93.0
9489,1796,0,2.0,2.0,6,34.09329,-118.27506000000001,20.88133664254341,4,1.0,2.0,1.0,240,100.0,137.0
9490,1693,1,1.0,1.0,9,34.07464,-117.74321,63.10251245527255,2,1.0,1.0,1.0,571,100.0,87.0
9491,2241,0,7.0,7.0,5,34.06595,-118.22157,22.1000768501272,6,2.0,5.0,2.0,625,98.0,105.0
9492,2343,0,11.0,11.0,8,34.09582,-118.35143000000001,17.94263583700262,6,3.0,3.0,2.0,433,95.0,89.0
9493,2660,1,6.0,6.0,7,34.111709999999995,-118.26047,23.32877704293631,4,2.0,2.0,1.0,610,97.0,202.0
9494,1941,0,15.0,15.0,5,34.03758,-118.26803999999998,16.78623242777113,2,-1.0,1.0,1.0,482,91.0,60.0
9495,1347,1,5.0,5.0,3,34.11585,-118.04963000000001,38.34109093333068,2,1.0,2.0,1.5,595,73.0,57.0
9496,1346,0,2.0,2.0,7,34.08838,-118.35025,17.186936823613415,10,3.0,5.0,2.0,675,92.0,314.0
9497,1605,1,1.0,1.0,3,34.14183,-118.49009,23.506860218316543,5,-1.0,3.0,1.0,411,95.0,110.0
9498,1782,1,4.0,4.0,6,34.048359999999995,-118.27828000000001,16.88857112313127,1,1.0,1.0,2.0,533,96.0,74.0
9499,1346,0,1.0,1.0,4,34.18546,-118.45561000000001,27.46966593736425,3,1.0,3.0,1.0,176,-1.0,29.29
9500,2531,0,1.0,1.0,4,34.10052,-118.35238999999999,18.417977410471252,4,1.0,2.0,1.0,195,-1.0,200.0
9501,1782,1,4.0,4.0,6,34.04848,-118.27695,16.985335928139843,1,1.0,1.0,2.0,511,97.0,57.0
9502,1790,0,1.0,1.0,7,34.079440000000005,-118.28626000000001,19.028891883861075,5,2.0,2.0,2.0,509,93.0,130.0
9503,980,1,7.0,7.0,8,34.1792,-118.40008,26.439595239077246,2,-1.0,1.0,1.0,458,96.0,81.0
9504,1667,0,4.0,4.0,3,34.03548,-118.14693,26.286648509275018,1,1.0,1.0,1.0,187,96.0,60.0
9505,1384,0,2.0,2.0,7,34.08547,-118.30828000000001,18.478779008202782,6,2.0,2.0,2.0,262,88.0,135.0
9506,1951,0,2.0,2.0,8,34.022059999999996,-118.40233,8.96762733728909,2,1.0,1.0,1.0,283,100.0,59.0
