,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,neighborhood_matched,property_type,room_type,maximum_nights,minimum_nights,number_of_reviews,number_of_reviews_l30d,negiborhood_frequency
6662,2,1.0,0.67,Arcadia,False,2,2,1125,2,3,0,185
6663,1,1.0,1.0,Granada Hills,False,1,1,28,2,182,0,43
6664,1,0.86,0.91,Westlake,False,2,2,1125,30,93,0,507
6665,1,1.0,0.99,Hawthorne,False,1,1,1125,3,71,5,165
6666,-1,-1.0,0.0,Beverly Grove,False,1,1,60,30,7,0,422
6667,-1,-1.0,-1.0,University Park,False,3,3,1125,30,0,0,65
6668,1,1.0,0.97,Long Beach,True,1,1,1125,7,372,0,1573
6669,-1,-1.0,-1.0,Downtown,True,1,1,1125,2,22,0,1072
6670,4,0.0,-1.0,Downtown,True,1,1,180,90,0,0,1072
6671,-1,-1.0,-1.0,Beverly Hills,True,1,1,1125,2,0,0,540
6672,2,1.0,0.93,East Pasadena,False,2,2,1125,2,70,0,43
6673,-1,-1.0,0.5,Hollywood,True,1,1,1125,30,49,0,1616
6674,-1,-1.0,-1.0,Hollywood Hills,False,2,2,1125,1,2,0,787
6675,2,1.0,0.5,Hollywood,False,2,2,60,1,2,0,1616
6676,2,0.88,0.5,Hermosa Beach,True,2,2,30,30,43,0,195
6677,-1,-1.0,0.0,Silver Lake,True,2,2,1125,2,69,0,498
6678,-1,-1.0,-1.0,Hollywood Hills,True,1,1,1125,3,0,0,787
6679,-1,-1.0,-1.0,Santa Clarita,False,2,2,1125,1,21,0,146
6680,1,0.8,1.0,Manhattan Beach,True,1,1,1125,30,27,0,188
6681,1,1.0,0.78,Venice,True,1,1,1125,30,93,0,1701
6682,-1,-1.0,-1.0,Canoga Park,False,1,1,70,32,5,0,61
6683,1,1.0,0.9,Koreatown,False,1,1,1125,4,6,0,518
6684,1,0.6,0.97,Mar Vista,True,1,1,1125,30,159,0,327
6685,-1,-1.0,-1.0,Redondo Beach,True,2,2,1125,1,1,0,342
6686,1,1.0,0.98,Venice,True,1,1,1125,31,92,0,1701
6687,-1,-1.0,-1.0,Playa Vista,False,1,1,1125,2,1,0,77
6688,-1,-1.0,-1.0,Mar Vista,True,2,2,1125,30,0,0,327
6689,2,1.0,1.0,Culver City,True,1,1,199,7,40,1,307
6690,1,1.0,0.98,Monrovia,True,1,1,31,2,51,0,87
6691,4,0.0,0.91,Hollywood,False,1,1,65,1,173,0,1616
6692,1,1.0,0.98,Glendale,True,1,1,1125,20,32,0,556
6693,3,1.0,0.0,Sherman Oaks,True,1,1,3,1,17,0,375
6694,2,1.0,0.86,Elysian Valley,False,2,2,10,4,7,0,23
6695,-1,-1.0,-1.0,Redondo Beach,True,2,2,1125,3,0,0,342
6696,1,1.0,0.98,El Segundo,True,1,1,20,2,198,1,153
6697,1,0.98,0.98,Altadena,True,1,1,360,2,96,5,228
6698,-1,-1.0,-1.0,Koreatown,False,2,2,1125,1,1,0,518
6699,2,1.0,0.78,Sherman Oaks,True,1,1,365,3,56,0,375
6700,1,1.0,0.98,Palms,False,1,1,25,1,146,6,249
6701,3,0.9,0.39,Toluca Lake,False,1,1,180,14,6,0,66
6702,-1,-1.0,-1.0,Hollywood,True,1,1,60,10,1,0,1616
6703,1,1.0,-1.0,Mar Vista,True,1,1,1125,30,16,0,327
6704,3,0.59,0.49,Mid-Wilshire,True,1,1,1124,4,33,0,514
6705,2,0.91,0.82,Sherman Oaks,True,1,1,30,4,26,1,375
6706,-1,-1.0,-1.0,Playa del Rey,False,1,1,57,43,0,0,108
6707,1,1.0,1.0,San Pedro,True,1,1,90,30,79,0,109
6708,1,1.0,0.88,El Segundo,True,2,4,28,1,92,0,153
6709,-1,-1.0,-1.0,Hollywood Hills,True,1,1,1125,30,0,0,787
6710,2,1.0,0.68,Van Nuys,False,1,1,1125,30,6,0,201
6711,2,1.0,0.84,Hollywood Hills,True,1,1,1125,30,33,0,787
6712,-1,-1.0,-1.0,Westlake,False,1,1,1125,30,6,0,507
6713,2,0.9,0.25,Hollywood Hills West,False,1,1,90,3,56,0,521
6714,-1,-1.0,0.43,Pacific Palisades,True,1,1,23,1,7,0,162
6715,1,1.0,0.99,Santa Monica,True,2,2,1125,2,159,1,1184
6716,-1,-1.0,-1.0,Long Beach,False,3,3,1125,1,2,0,1573
6717,-1,-1.0,1.0,Mid-Wilshire,True,1,1,60,30,17,0,514
6718,1,1.0,0.9,Koreatown,False,1,1,1125,2,7,1,518
6719,2,0.83,0.89,Downtown,True,1,1,15,1,71,1,1072
6720,2,1.0,1.0,Manhattan Beach,True,1,1,1000,30,1,0,188
6721,2,1.0,0.92,Los Feliz,True,1,1,28,2,31,0,333
6722,1,0.9,0.75,Long Beach,True,1,1,1125,30,8,0,1573
6723,1,1.0,1.0,Altadena,True,1,1,1125,3,100,1,228
6724,-1,-1.0,1.0,Westwood,True,2,2,180,30,11,0,474
6725,-1,-1.0,-1.0,Brentwood,True,1,1,1125,30,6,0,198
6726,1,1.0,1.0,Whittier,False,1,1,40,2,189,3,63
6727,-1,-1.0,-1.0,Downtown,False,2,2,90,30,1,0,1072
6728,1,1.0,0.98,Venice,True,1,1,30,4,138,1,1701
6729,1,1.0,0.82,Silver Lake,True,1,1,90,30,14,0,498
6730,-1,-1.0,0.43,Santa Monica,True,2,2,1125,2,36,0,1184
6731,-1,-1.0,0.97,El Sereno,True,1,1,90,2,77,0,69
6732,3,0.5,0.17,West Hollywood,True,1,1,1125,1,38,0,632
6733,2,1.0,1.0,Manhattan Beach,True,1,1,800,30,5,0,188
6734,2,1.0,0.94,Santa Monica,True,1,1,1125,31,12,0,1184
6735,-1,-1.0,-1.0,Playa Vista,False,1,1,1125,30,0,0,77
6736,1,1.0,1.0,Santa Monica,True,1,1,330,31,16,0,1184
6737,-1,-1.0,-1.0,Topanga,True,1,1,40,2,23,0,257
6738,-1,-1.0,-1.0,Culver City,True,2,2,21,6,0,0,307
6739,1,1.0,0.98,Irwindale,True,2,2,1125,2,121,0,4
6740,1,1.0,1.0,El Sereno,True,2,2,1125,1,313,4,69
6741,1,1.0,0.98,Irwindale,True,2,2,1125,2,73,0,4
6742,-1,-1.0,-1.0,Del Rey,True,1,1,1125,30,0,0,239
6743,-1,-1.0,1.0,Venice,False,2,2,120,5,20,0,1701
6744,-1,-1.0,-1.0,Echo Park,False,2,2,30,1,62,0,410
6745,1,1.0,0.91,Walnut,False,2,2,1125,1,70,3,79
6746,1,1.0,1.0,Altadena,True,1,1,1125,2,44,0,228
6747,-1,-1.0,-1.0,Hollywood,True,1,1,1125,30,4,0,1616
6748,1,1.0,0.63,Larchmont,False,2,2,2,1,1,0,84
6749,1,1.0,1.0,Torrance,False,2,2,365,1,389,0,295
6750,-1,-1.0,-1.0,Shadow Hills,False,2,2,1125,3,1,0,26
6751,1,1.0,0.99,Gardena,False,2,2,1125,9,112,1,104
6752,1,1.0,1.0,Mid-Wilshire,True,2,2,93,31,435,0,514
6753,4,0.45,0.95,Beverly Hills,True,1,1,1125,3,33,1,540
6754,1,1.0,0.5,Hollywood Hills,False,2,2,1125,1,1,0,787
6755,-1,-1.0,0.25,Hollywood Hills,True,2,2,14,3,28,0,787
6756,3,0.6,0.0,Hollywood Hills West,False,1,1,120,14,1,0,521
6757,-1,-1.0,0.6,Mid-City,False,1,1,1125,1,68,0,397
6758,-1,-1.0,-1.0,West Hollywood,True,2,2,1125,1,0,0,632
6759,1,0.93,0.98,West Hollywood,True,1,1,1125,31,10,0,632
6760,-1,-1.0,-1.0,Monterey Park,True,1,1,90,1,206,0,235
6761,1,1.0,0.96,Glendale,True,1,1,160,14,63,0,556
6762,-1,-1.0,-1.0,Carson,True,2,2,1125,1,0,0,79
6763,-1,-1.0,-1.0,Hollywood,True,1,1,7,1,23,0,1616
6764,3,1.0,1.0,Echo Park,True,4,1,60,30,348,0,410
6765,-1,-1.0,-1.0,Mid-Wilshire,False,1,1,1,1,0,0,514
6766,-1,-1.0,-1.0,Silver Lake,True,1,1,14,3,1,0,498
6767,1,1.0,1.0,Santa Monica,False,1,1,1125,30,10,0,1184
6768,2,0.96,0.94,Hollywood,True,1,1,1125,2,88,1,1616
6769,-1,-1.0,-1.0,Playa del Rey,False,3,3,1125,1,0,0,108
6770,1,1.0,0.89,Hollywood Hills,False,1,1,28,2,239,0,787
6771,-1,-1.0,-1.0,Long Beach,True,1,1,10,3,6,0,1573
6772,1,1.0,0.92,Sherman Oaks,True,1,1,1125,2,92,2,375
6773,-1,-1.0,0.94,Beverly Hills,False,1,1,1125,7,33,0,540
6774,-1,-1.0,-1.0,Mar Vista,True,2,2,1125,2,0,0,327
6775,-1,-1.0,-1.0,Torrance,True,2,2,1125,1,0,0,295
6776,1,1.0,0.99,Avalon,False,1,1,1125,1,149,2,149
6777,1,1.0,1.0,San Pedro,True,1,1,1125,2,108,0,109
6778,2,1.0,0.81,Lawndale,False,1,1,365,4,24,0,81
6779,1,1.0,0.84,Altadena,True,2,2,1125,10,0,0,228
6780,-1,-1.0,-1.0,Alhambra,True,2,2,14,1,18,0,258
6781,2,0.9,1.0,West Covina,False,2,2,1125,2,6,0,116
6782,-1,-1.0,-1.0,Venice,True,1,1,30,7,3,0,1701
6783,-1,-1.0,1.0,Cypress Park,True,1,1,1125,30,91,0,14
6784,-1,-1.0,-1.0,University Park,False,3,3,1125,30,0,0,65
6785,-1,-1.0,-1.0,Westwood,True,1,1,30,13,6,0,474
6786,-1,-1.0,-1.0,South Pasadena,True,1,1,16,3,0,0,84
6787,-1,-1.0,-1.0,Westlake,False,2,2,1125,3,10,0,507
6788,-1,-1.0,-1.0,Westlake,False,3,3,1125,1,8,0,507
6789,-1,-1.0,-1.0,Koreatown,False,3,3,1125,1,7,0,518
6790,2,1.0,1.0,North Hollywood,False,1,1,1000,30,5,0,393
6791,-1,-1.0,-1.0,Palms,True,2,2,1125,30,46,0,249
6792,1,1.0,0.87,North Hollywood,False,2,2,1125,30,51,0,393
6793,1,1.0,1.0,Koreatown,False,1,1,90,90,10,0,518
6794,2,1.0,0.6,Glendale,False,1,1,1125,2,5,0,556
6795,2,1.0,0.75,Echo Park,True,2,2,39,2,19,0,410
6796,-1,-1.0,-1.0,West Hollywood,False,1,1,1125,1,269,4,632
6797,1,1.0,0.92,Redondo Beach,True,2,2,90,1,217,2,342
6798,-1,-1.0,-1.0,Hollywood,True,1,1,1125,30,6,0,1616
6799,1,0.94,0.78,Atwater Village,False,2,2,24,1,75,0,89
6800,1,0.99,0.93,Santa Monica,False,1,1,100,14,1,0,1184
6801,3,1.0,-1.0,Fairfax,False,1,1,1125,5,1,0,261
6802,2,1.0,0.9,Long Beach,True,1,1,120,10,63,1,1573
6803,-1,-1.0,-1.0,Mid-City,True,1,1,12,3,2,0,397
6804,-1,-1.0,0.75,Pomona,False,2,2,1125,1,32,0,121
6805,1,1.0,0.93,Topanga,True,1,1,28,2,395,4,257
6806,2,1.0,0.94,Santa Monica,True,1,1,1125,30,13,1,1184
6807,-1,-1.0,-1.0,Mount Washington,False,2,2,1125,1,1,0,97
6808,4,0.0,0.88,Eagle Rock,True,1,1,1125,30,157,0,127
6809,4,0.0,0.71,Downtown,True,1,1,300,1,182,0,1072
6810,4,0.0,0.0,Hollywood,True,2,2,1125,3,1,0,1616
6811,1,1.0,1.0,Torrance,False,2,2,1125,1,438,0,295
6812,-1,-1.0,1.0,Santa Monica,True,1,1,19,2,19,0,1184
6813,2,0.94,0.99,West Los Angeles,False,1,1,1125,3,140,0,157
6814,2,0.9,0.81,Malibu,True,1,1,365,3,15,0,398
6815,2,0.9,0.81,Malibu,True,1,1,1125,3,4,0,398
6816,2,0.9,0.81,Malibu,True,1,1,1125,5,9,2,398
6817,-1,-1.0,-1.0,Encino,True,2,2,1125,30,0,0,136
6818,4,0.0,0.5,Santa Clarita,False,2,2,1125,1,10,0,146
6819,2,0.83,0.7,Mid-Wilshire,True,2,2,1125,1,15,0,514
6820,-1,-1.0,-1.0,Sun Valley,False,1,1,14,5,0,0,77
6821,-1,-1.0,-1.0,Toluca Lake,True,1,1,1125,30,0,0,66
6822,2,1.0,0.5,Northridge,True,2,2,14,3,29,0,99
6823,-1,-1.0,-1.0,La Canada Flintridge,True,2,2,1125,1,0,0,41
6824,1,1.0,1.0,Venice,True,1,1,90,31,198,1,1701
6825,-1,-1.0,-1.0,Hollywood,True,2,2,50,30,4,0,1616
6826,1,0.92,0.76,Hollywood,True,1,1,365,3,46,0,1616
6827,-1,-1.0,-1.0,Mar Vista,True,2,2,45,35,1,0,327
6828,1,1.0,0.99,Cheviot Hills,False,1,1,90,2,286,2,35
6829,2,1.0,0.0,Arcadia,True,1,1,1124,25,9,0,185
6830,-1,-1.0,-1.0,Hollywood,True,2,2,30,30,0,0,1616
6831,-1,-1.0,-1.0,Palmdale,False,2,2,1125,1,0,0,96
6832,1,1.0,0.99,Venice,True,1,1,350,30,68,0,1701
6833,3,0.67,0.63,Redondo Beach,False,1,1,365,31,6,0,342
6834,-1,-1.0,-1.0,Redondo Beach,True,2,2,7,7,0,0,342
6835,-1,-1.0,-1.0,Westwood,True,2,2,5,1,9,0,474
6836,-1,-1.0,-1.0,Valley Village,True,2,2,1125,30,6,0,128
6837,2,0.9,0.69,Hollywood,True,1,1,30,2,12,0,1616
6838,-1,-1.0,0.67,Silver Lake,True,2,2,29,2,0,0,498
6839,1,0.91,1.0,Venice,True,2,2,1125,1,53,1,1701
6840,1,1.0,1.0,Topanga,True,1,1,29,1,206,0,257
6841,1,1.0,0.27,Fairfax,False,1,1,7,3,18,0,261
6842,-1,-1.0,-1.0,Beverly Hills,False,1,1,1125,30,0,0,540
6843,2,0.96,0.8,Rancho Palos Verdes,True,1,1,1125,2,14,0,73
6844,2,1.0,1.0,Windsor Square,False,1,1,1125,3,8,2,37
6845,1,1.0,0.95,Venice,True,1,1,160,30,130,0,1701
6846,-1,-1.0,-1.0,North Hollywood,True,2,2,1125,1,0,0,393
6847,3,1.0,-1.0,Jefferson Park,False,2,2,366,7,3,0,61
6848,2,0.96,0.8,Rancho Palos Verdes,True,2,2,1125,2,22,1,73
6849,3,0.6,0.5,Culver City,False,1,1,30,30,86,0,307
6850,1,1.0,1.0,Torrance,False,2,2,1125,1,330,0,295
6851,1,1.0,0.5,Hollywood Hills,False,2,2,1125,2,0,0,787
6852,-1,-1.0,-1.0,Hollywood,True,1,1,180,3,3,0,1616
6853,2,1.0,1.0,Studio City,True,1,1,1125,4,58,0,349
6854,-1,-1.0,1.0,Highland Park,True,1,1,50,3,45,0,184
6855,1,1.0,0.71,Fairfax,False,1,1,200,30,23,0,261
6856,1,1.0,0.89,Marina del Rey,False,9,1,30,1,32,0,201
6857,2,1.0,0.96,Claremont,False,2,2,150,1,101,0,53
6858,3,1.0,0.6,Playa del Rey,False,1,1,14,3,35,0,108
6859,2,1.0,0.91,Burbank,True,2,2,30,2,125,1,331
6860,-1,-1.0,-1.0,Mar Vista,True,2,2,24,7,2,0,327
6861,2,1.0,0.0,Venice,True,1,1,365,30,2,0,1701
6862,3,0.7,0.5,North Hollywood,True,1,1,1125,1,31,0,393
6863,-1,-1.0,-1.0,Westchester,False,1,1,29,6,13,0,227
6864,1,0.99,0.95,East Hollywood,False,1,1,365,2,196,2,526
6865,3,1.0,1.0,San Gabriel,True,2,2,30,2,174,0,142
6866,-1,-1.0,-1.0,Long Beach,False,2,2,4,1,5,0,1573
6867,-1,-1.0,-1.0,Koreatown,False,3,3,1125,30,0,0,518
6868,-1,-1.0,-1.0,Redondo Beach,True,2,2,3,1,1,0,342
6869,1,1.0,1.0,Rancho Palos Verdes,True,2,2,1125,28,27,0,73
6870,1,1.0,0.86,Santa Fe Springs,True,2,2,90,2,14,0,2
6871,4,0.22,0.88,Santa Monica,True,1,1,1125,31,2,0,1184
6872,4,0.22,0.88,Santa Monica,True,1,1,1125,31,3,0,1184
6873,-1,-1.0,-1.0,Hollywood,False,2,2,1125,1,1,0,1616
6874,1,1.0,0.97,Larchmont,False,1,1,300,31,134,0,84
6875,1,1.0,0.97,Beverly Hills,False,1,1,1125,31,55,0,540
6876,-1,-1.0,1.0,Studio City,True,1,1,17,1,307,0,349
6877,2,1.0,0.25,Pomona,False,2,2,180,45,0,0,121
6878,2,1.0,0.25,Pomona,False,2,2,500,90,3,0,121
6879,-1,-1.0,-1.0,Brentwood,True,2,2,365,30,0,0,198
6880,1,1.0,0.83,Altadena,True,2,2,1125,2,0,0,228
6881,1,1.0,0.98,Monrovia,True,1,1,21,2,86,2,87
6882,1,0.94,0.91,Koreatown,False,1,1,1125,1,227,0,518
6883,-1,-1.0,-1.0,Valley Glen,False,2,2,14,1,0,0,175
6884,-1,-1.0,-1.0,Los Feliz,True,1,1,360,30,54,0,333
6885,-1,-1.0,-1.0,Westlake,True,1,1,1125,1,2,0,507
6886,-1,-1.0,-1.0,University Park,False,2,2,70,15,1,0,65
6887,1,1.0,1.0,Studio City,True,1,1,28,3,115,0,349
6888,-1,-1.0,-1.0,Beverlywood,False,1,1,30,30,33,0,25
6889,-1,-1.0,-1.0,Silver Lake,True,2,2,1125,7,11,0,498
6890,-1,-1.0,-1.0,Mar Vista,True,1,1,3,2,1,0,327
6891,2,1.0,0.98,Mid-City,False,1,1,120,30,149,0,397
6892,-1,-1.0,-1.0,Redondo Beach,True,2,2,1125,30,0,0,342
6893,-1,-1.0,-1.0,Bel-Air,False,6,1,1125,10,0,0,56
6894,-1,-1.0,-1.0,Burbank,True,2,2,1125,1,0,0,331
6895,-1,-1.0,-1.0,Rancho Dominguez,False,2,2,1,1,2,0,4
6896,-1,-1.0,-1.0,Del Rey,True,2,2,100,4,11,0,239
6897,-1,-1.0,1.0,Culver City,True,1,1,1125,3,12,0,307
6898,-1,-1.0,-1.0,Sherman Oaks,True,2,2,1125,1,2,0,375
6899,-1,-1.0,-1.0,Del Rey,True,2,2,100,3,23,0,239
6900,-1,-1.0,0.9,Topanga,True,2,2,60,5,4,0,257
6901,-1,-1.0,-1.0,Hollywood Hills,True,1,1,1125,30,10,0,787
6902,2,1.0,0.94,Santa Monica,True,1,1,1125,31,11,0,1184
6903,3,1.0,0.0,Mid-City,True,2,2,15,1,1,0,397
6904,2,0.96,0.96,Pico-Union,False,1,1,1125,30,163,0,97
6905,1,1.0,1.0,Hollywood,True,1,1,1125,30,2,0,1616
6906,-1,-1.0,-1.0,Van Nuys,True,2,2,33,5,0,0,201
6907,3,1.0,0.5,Mount Washington,True,2,2,90,3,14,0,97
6908,1,1.0,0.96,San Pedro,True,1,1,90,3,105,1,109
6909,-1,-1.0,1.0,Playa del Rey,False,1,1,60,30,89,0,108
6910,1,1.0,0.9,Studio City,True,2,2,1125,5,2,0,349
6911,1,0.95,0.95,West Covina,True,2,2,61,6,37,0,116
6912,1,1.0,0.8,Playa del Rey,False,1,1,1125,30,77,0,108
6913,1,1.0,1.0,Torrance,False,2,2,1125,1,400,0,295
6914,3,1.0,1.0,Redondo Beach,True,1,1,90,60,11,0,342
6915,-1,-1.0,-1.0,View Park-Windsor Hills,False,1,1,30,21,5,0,75
6916,1,1.0,1.0,Santa Monica,True,2,2,1125,2,106,0,1184
6917,-1,-1.0,-1.0,Long Beach,True,1,1,365,2,78,0,1573
6918,1,1.0,1.0,East Hollywood,False,1,1,365,31,186,0,526
6919,1,1.0,0.99,Westwood,True,1,1,14,3,159,0,474
6920,-1,-1.0,-1.0,Mid-Wilshire,True,1,1,7,2,0,0,514
6921,-1,-1.0,-1.0,Culver City,True,1,1,21,7,8,0,307
6922,2,1.0,1.0,Pasadena,True,2,2,7,3,2,0,459
6923,4,0.1,1.0,Malibu,True,1,1,45,3,2,0,398
6924,-1,-1.0,-1.0,El Segundo,False,1,1,1125,1,1,0,153
6925,1,1.0,0.82,Long Beach,True,1,1,1124,2,11,1,1573
6926,-1,-1.0,-1.0,West Los Angeles,False,2,2,5,4,0,0,157
6927,-1,-1.0,-1.0,West Los Angeles,False,2,2,30,7,0,0,157
6928,1,1.0,0.91,Long Beach,True,2,2,20,2,102,0,1573
6929,-1,-1.0,-1.0,University Park,False,1,1,1125,30,0,0,65
6930,1,1.0,0.23,Hollywood Hills West,False,1,1,1125,1,173,2,521
6931,-1,-1.0,-1.0,Glendora,True,2,2,1125,30,11,0,61
6932,-1,-1.0,-1.0,Long Beach,False,1,1,7,1,9,0,1573
6933,1,1.0,0.97,Torrance,False,2,2,1125,1,380,1,295
6934,-1,-1.0,-1.0,Venice,True,1,1,16,3,1,0,1701
6935,-1,-1.0,0.0,Santa Monica,False,1,1,1125,2,171,0,1184
6936,-1,-1.0,-1.0,West Hollywood,True,1,1,1125,28,0,0,632
6937,-1,-1.0,1.0,Sawtelle,False,1,1,3000,1,89,0,476
6938,-1,-1.0,-1.0,Westwood,True,1,1,30,30,5,0,474
6939,-1,-1.0,-1.0,Westlake,True,1,1,4,2,0,0,507
6940,1,0.8,1.0,Arlington Heights,False,1,1,1125,30,75,0,128
6941,-1,-1.0,0.0,Burbank,True,1,1,7,1,4,0,331
6942,-1,-1.0,-1.0,Silver Lake,True,1,1,5,1,2,0,498
6943,4,0.22,0.88,Santa Monica,True,1,1,1125,31,1,0,1184
6944,1,1.0,1.0,Historic South-Central,False,2,2,1125,30,195,0,66
6945,-1,-1.0,-1.0,Lawndale,True,1,1,1125,2,1,0,81
6946,-1,-1.0,-1.0,Mid-City,False,1,1,31,31,0,0,397
6947,1,1.0,0.99,Culver City,True,2,2,1125,1,446,1,307
6948,2,1.0,0.63,Toluca Lake,False,2,2,60,7,2,0,66
6949,3,1.0,0.82,Silver Lake,True,1,1,14,2,26,0,498
6950,1,1.0,0.98,Torrance,True,1,1,1125,1,352,8,295
6951,-1,-1.0,-1.0,Koreatown,False,1,1,1125,30,0,0,518
6952,-1,-1.0,-1.0,Beverly Crest,False,1,1,30,30,0,0,143
6953,-1,-1.0,-1.0,Echo Park,True,1,1,20,3,0,0,410
6954,2,0.94,0.6,Downtown,True,1,1,1125,1,41,1,1072
6955,1,1.0,0.0,Jefferson Park,False,2,2,1125,2,39,0,61
6956,1,1.0,0.82,San Gabriel,True,2,2,1125,7,11,1,142
6957,-1,-1.0,0.8,Cerritos,True,2,2,1125,1,31,0,22
6958,2,0.88,0.9,Venice,True,1,1,365,30,47,0,1701
6959,-1,-1.0,-1.0,Fairfax,False,2,2,1125,30,0,0,261
6960,-1,-1.0,-1.0,Larchmont,False,2,2,7,1,0,0,84
6961,-1,-1.0,-1.0,Larchmont,False,1,1,1125,30,0,0,84
6962,-1,-1.0,-1.0,Downtown,True,1,1,31,2,4,0,1072
6963,-1,-1.0,-1.0,Echo Park,False,1,1,30,2,23,0,410
6964,1,1.0,0.74,Silver Lake,False,1,1,1125,7,7,0,498
6965,1,0.95,0.84,Sherman Oaks,True,1,1,1125,3,163,3,375
6966,-1,-1.0,-1.0,Palms,False,2,2,1125,30,2,0,249
6967,1,0.95,0.99,Sawtelle,False,2,2,1125,1,258,4,476
6968,-1,-1.0,-1.0,Beverly Hills,False,1,1,60,30,1,0,540
6969,-1,-1.0,-1.0,University Park,False,3,3,3,2,0,0,65
6970,-1,-1.0,-1.0,Hollywood Hills West,False,1,1,7,1,0,0,521
6971,1,0.97,1.0,Burbank,True,1,1,1125,7,26,0,331
6972,4,0.22,0.88,Santa Monica,True,1,1,1125,31,0,0,1184
6973,-1,-1.0,-1.0,Hollywood Hills,False,1,1,13,7,1,0,787
6974,-1,-1.0,-1.0,North Hollywood,True,2,2,9,2,2,0,393
6975,-1,-1.0,-1.0,Long Beach,True,1,1,7,2,44,0,1573
6976,1,1.0,0.63,Arcadia,True,1,1,1125,28,54,0,185
6977,4,0.33,0.0,Long Beach,True,2,2,5,1,39,0,1573
6978,-1,-1.0,-1.0,Fairfax,False,2,2,1125,30,2,0,261
6979,1,1.0,0.99,Venice,True,1,1,1125,31,9,0,1701
6980,3,1.0,0.0,Topanga,True,1,1,42,14,0,0,257
6981,-1,-1.0,-1.0,Los Feliz,True,1,1,30,30,2,0,333
6982,-1,-1.0,-1.0,Hacienda Heights,False,2,2,35,1,1,0,229
6983,-1,-1.0,-1.0,Sawtelle,False,2,2,1125,2,1,0,476
6984,-1,-1.0,-1.0,Pico-Robertson,False,1,1,1125,30,2,0,165
6985,2,1.0,0.5,Santa Monica,True,1,1,180,90,52,0,1184
6986,-1,-1.0,-1.0,Winnetka,True,2,2,21,2,0,0,74
6987,2,1.0,0.81,Burbank,True,1,1,100,5,57,0,331
6988,1,1.0,0.98,Venice,True,1,1,30,3,153,5,1701
6989,4,0.0,0.0,Hollywood,False,2,2,30,1,26,0,1616
6990,1,1.0,0.99,Echo Park,True,1,1,180,2,221,5,410
6991,1,0.95,0.95,West Covina,True,2,2,61,5,59,0,116
6992,1,1.0,0.99,Hollywood,False,1,1,1125,31,158,0,1616
6993,-1,-1.0,-1.0,East San Gabriel,True,2,2,7,1,0,0,77
6994,1,1.0,0.99,West Hollywood,True,1,1,1125,31,141,0,632
6995,1,0.93,0.96,Mid-Wilshire,False,1,1,30,2,53,1,514
6996,-1,-1.0,-1.0,Westwood,True,2,2,90,1,8,0,474
6997,1,0.9,0.86,Venice,True,1,1,999,30,83,0,1701
6998,4,0.0,1.0,Exposition Park,False,3,3,1125,30,22,0,108
6999,-1,-1.0,-1.0,Historic South-Central,False,2,2,25,2,0,0,66
7000,1,1.0,0.82,Echo Park,True,1,1,5,2,172,1,410
7001,1,0.95,0.95,West Covina,True,2,2,61,6,51,2,116
7002,2,1.0,0.92,Altadena,True,1,1,1125,10,101,1,228
7003,-1,-1.0,-1.0,Glendale,True,1,1,7,3,18,0,556
7004,1,1.0,0.67,Monrovia,True,2,2,365,20,48,0,87
7005,1,1.0,0.79,Valley Glen,False,1,1,1120,3,50,0,175
7006,-1,-1.0,1.0,Westwood,True,2,2,1125,30,33,0,474
7007,1,1.0,1.0,Valley Village,False,1,1,30,3,51,2,128
7008,-1,-1.0,-1.0,Koreatown,False,2,2,1125,1,0,0,518
7009,-1,-1.0,-1.0,Palms,True,3,3,7,1,0,0,249
7010,2,1.0,1.0,Fairfax,False,1,1,365,30,27,0,261
7011,1,1.0,1.0,Burbank,True,1,1,30,3,169,2,331
7012,-1,-1.0,-1.0,Venice,True,2,2,1125,1,0,0,1701
7013,-1,-1.0,-1.0,Downtown,True,1,1,27,4,8,0,1072
7014,-1,-1.0,1.0,Sawtelle,False,2,2,1125,30,41,0,476
7015,-1,-1.0,-1.0,San Gabriel,False,2,2,1125,1,4,0,142
7016,-1,-1.0,-1.0,East San Gabriel,True,2,2,1125,1,1,0,77
7017,-1,-1.0,-1.0,Westlake,True,1,1,1125,1,2,0,507
7018,1,1.0,0.0,Hollywood Hills West,False,2,2,1125,1,5,0,521
7019,-1,-1.0,-1.0,Rancho Palos Verdes,True,2,2,245,1,4,0,73
7020,3,1.0,0.0,Venice,True,1,1,365,30,81,0,1701
7021,-1,-1.0,-1.0,Sherman Oaks,True,2,2,1125,2,1,0,375
7022,2,0.88,0.84,Castaic,False,2,2,1125,2,120,1,11
7023,2,1.0,0.83,Fairfax,False,1,1,180,30,89,0,261
7024,-1,-1.0,1.0,Gardena,True,1,1,360,4,39,0,104
7025,-1,-1.0,-1.0,Pasadena,True,1,1,1125,1,1,0,459
7026,1,1.0,0.89,Pomona,False,1,1,1125,1,95,3,121
7027,-1,-1.0,-1.0,Woodland Hills,False,2,2,1125,1,2,0,290
7028,-1,-1.0,-1.0,Hermosa Beach,True,1,1,1125,30,0,0,195
7029,3,1.0,0.97,Tarzana,True,2,2,365,5,50,0,125
7030,3,0.59,0.49,Mid-Wilshire,True,1,1,1124,2,26,0,514
7031,-1,-1.0,-1.0,Westlake,True,1,1,1125,30,1,0,507
