,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,neighborhood_matched,property_type,room_type,maximum_nights,minimum_nights,number_of_reviews,number_of_reviews_l30d,negiborhood_frequency
7032,-1,-1.0,-1.0,Hollywood Hills West,False,2,2,1125,30,1,0,521
7033,1,1.0,0.96,Arlington Heights,False,1,1,28,1,333,3,128
7034,1,1.0,0.44,Calabasas,False,2,2,999,28,56,0,55
7035,2,1.0,0.0,Hollywood,False,2,2,90,1,133,1,1616
7036,1,1.0,0.77,Reseda,False,1,1,1125,31,105,0,112
7037,1,1.0,0.86,Del Rey,True,2,2,1125,1,102,0,239
7038,-1,-1.0,1.0,Adams-Normandie,False,2,2,30,2,181,0,41
7039,3,0.9,0.67,Venice,False,1,1,1125,5,6,1,1701
7040,-1,-1.0,-1.0,Venice,True,1,1,1125,2,5,0,1701
7041,1,1.0,0.97,Studio City,False,2,2,31,1,304,0,349
7042,1,1.0,1.0,Montecito Heights,True,2,2,3,1,11,0,66
7043,1,0.96,0.96,Venice,True,1,1,1125,3,26,0,1701
7044,1,1.0,0.97,Studio City,False,1,1,31,1,412,3,349
7045,1,1.0,1.0,Winnetka,True,2,2,7,2,207,1,74
7046,1,1.0,1.0,Santa Monica,True,1,1,30,2,306,4,1184
7047,3,0.73,0.69,Baldwin Hills/Crenshaw,False,1,1,1125,2,99,4,74
7048,-1,-1.0,0.57,Burbank,True,1,1,31,3,5,0,331
7049,1,0.9,1.0,Cheviot Hills,False,1,1,1125,30,3,0,35
7050,1,1.0,1.0,Pomona,False,2,2,180,1,126,2,121
7051,-1,-1.0,-1.0,Mid-Wilshire,True,1,1,7,2,1,0,514
7052,1,0.9,0.96,Mid-Wilshire,True,1,1,29,1,192,0,514
7053,1,0.95,0.99,Beverly Crest,False,1,1,30,1,300,3,143
7054,-1,-1.0,-1.0,San Pedro,True,1,1,90,3,0,0,109
7055,1,0.86,0.91,Westlake,False,2,2,1125,30,85,0,507
7056,1,0.92,0.99,Venice,False,1,1,1125,3,47,0,1701
7057,-1,-1.0,-1.0,Hollywood,True,1,1,1125,1,1,0,1616
7058,-1,-1.0,-1.0,Fairfax,False,2,2,1125,30,3,0,261
7059,1,1.0,1.0,Topanga,True,1,1,14,2,158,3,257
7060,-1,-1.0,-1.0,Marina del Rey,False,1,1,40,5,0,0,201
7061,-1,-1.0,-1.0,Burbank,True,2,2,30,2,0,0,331
7062,-1,-1.0,-1.0,Glendale,True,2,2,1125,3,0,0,556
7063,-1,-1.0,-1.0,Del Rey,True,2,2,1125,30,15,0,239
7064,-1,-1.0,-1.0,Sherman Oaks,True,1,1,31,7,2,0,375
7065,1,1.0,1.0,Redondo Beach,False,2,2,45,2,34,0,342
7066,-1,-1.0,-1.0,Koreatown,False,1,1,2,2,1,0,518
7067,3,1.0,0.33,Venice,True,1,1,1125,7,26,0,1701
7068,3,0.83,0.71,Westwood,True,1,1,1125,10,20,0,474
7069,-1,-1.0,-1.0,Glendale,True,2,2,1125,1,0,0,556
7070,1,1.0,1.0,North Hollywood,True,2,2,28,3,93,2,393
7071,-1,-1.0,-1.0,Sherman Oaks,True,2,2,3,2,2,0,375
7072,2,1.0,0.94,Los Feliz,True,1,1,3,3,11,0,333
7073,1,0.67,1.0,Fairfax,False,2,2,1125,1,340,0,261
7074,1,1.0,0.98,San Gabriel,True,2,2,28,1,21,1,142
7075,-1,-1.0,-1.0,Ladera Heights,False,1,1,1125,5,0,0,47
7076,1,1.0,0.77,Redondo Beach,True,2,2,1125,1,36,0,342
7077,2,0.82,0.82,Santa Clarita,False,2,2,30,30,1,0,146
7078,1,1.0,0.9,Southeast Antelope Valley,False,1,1,31,2,106,1,12
7079,3,1.0,1.0,Venice,True,1,1,1125,30,71,0,1701
7080,-1,-1.0,1.0,West Hollywood,True,1,1,1125,3,18,0,632
7081,-1,-1.0,-1.0,Beverly Grove,False,1,1,1125,30,3,0,422
7082,-1,-1.0,-1.0,Hollywood,True,1,1,1125,30,8,0,1616
7083,2,1.0,0.67,North El Monte,False,2,2,1125,1,38,0,18
7084,2,1.0,0.92,Venice,False,1,1,180,30,24,0,1701
7085,2,0.9,0.83,Hollywood,True,1,1,1125,2,205,1,1616
7086,-1,-1.0,-1.0,University Park,False,1,1,1125,30,1,0,65
7087,1,0.65,0.96,Downtown,True,1,1,350,2,153,2,1072
7088,-1,-1.0,-1.0,Brentwood,True,1,1,1125,90,0,0,198
7089,-1,-1.0,-1.0,Downey,False,2,2,7,3,0,0,57
7090,-1,-1.0,-1.0,Koreatown,False,1,1,12,3,3,0,518
7091,1,1.0,0.87,Beverly Grove,False,1,1,30,3,89,3,422
7092,1,1.0,0.96,Hancock Park,False,2,2,29,2,118,0,99
7093,-1,-1.0,-1.0,Hollywood,False,1,1,30,2,30,0,1616
7094,1,1.0,0.91,Whittier,True,1,1,28,4,146,2,63
7095,-1,-1.0,-1.0,Azusa,True,2,2,49,1,7,0,66
7096,2,1.0,0.89,Westchester,False,1,1,7,2,43,1,227
7097,-1,-1.0,1.0,Monterey Park,False,1,1,90,2,1,0,235
7098,1,1.0,0.96,Covina,True,2,2,180,5,29,1,48
7099,2,1.0,0.33,Santa Monica,True,2,2,1125,30,11,0,1184
7100,4,0.0,-1.0,Hollywood Hills West,False,1,1,1125,3,0,0,521
7101,-1,-1.0,-1.0,Sawtelle,False,2,2,30,30,0,0,476
7102,3,0.75,0.7,Beverly Grove,False,2,2,90,30,1,0,422
7103,-1,-1.0,-1.0,Whittier,True,1,1,4,1,6,0,63
7104,3,0.75,0.7,Beverly Grove,False,1,1,360,30,0,0,422
7105,2,1.0,0.98,Venice,True,1,1,60,5,20,0,1701
7106,1,1.0,0.98,Hollywood Hills,True,1,1,1125,30,236,6,787
7107,-1,-1.0,-1.0,Downtown,True,1,1,1125,7,0,0,1072
7108,1,1.0,0.92,Mar Vista,True,1,1,1125,2,261,0,327
7109,2,1.0,0.67,Hollywood Hills,True,1,1,45,10,4,0,787
7110,-1,-1.0,-1.0,Hollywood,True,2,2,5,1,5,0,1616
7111,-1,-1.0,-1.0,Hollywood Hills,True,1,1,60,30,0,0,787
7112,1,0.96,1.0,Sherman Oaks,True,1,1,60,31,126,0,375
7113,-1,-1.0,-1.0,Beverly Hills,True,1,1,90,30,0,0,540
7114,1,1.0,1.0,Mar Vista,True,1,1,21,2,48,0,327
7115,-1,-1.0,-1.0,Beverly Grove,False,3,3,5,2,15,0,422
7116,-1,-1.0,-1.0,Beverly Hills,True,1,1,20,14,0,0,540
7117,1,1.0,1.0,Montebello,False,1,1,1125,3,88,2,32
7118,1,1.0,1.0,Hollywood,True,1,1,180,30,34,0,1616
7119,-1,-1.0,-1.0,Redondo Beach,True,2,2,13,7,0,0,342
7120,1,1.0,0.89,Glassell Park,False,1,1,60,2,242,0,78
7121,1,0.9,0.8,West Hollywood,True,1,1,1125,31,27,0,632
7122,-1,-1.0,-1.0,Beverly Hills,True,1,1,1125,3,0,0,540
7123,1,1.0,1.0,Toluca Lake,True,1,1,1125,3,22,1,66
7124,1,1.0,0.89,Malibu,True,1,1,365,3,23,0,398
7125,1,1.0,0.97,Silver Lake,False,1,1,90,1,368,10,498
7126,-1,-1.0,-1.0,Hollywood Hills,True,3,3,7,1,2,0,787
7127,-1,-1.0,-1.0,Rosemead,True,2,2,60,1,9,0,85
7128,1,1.0,0.99,Alhambra,False,1,1,1125,10,92,0,258
7129,-1,-1.0,-1.0,Downtown,True,1,1,1125,30,1,0,1072
7130,1,1.0,0.97,Lakewood,True,2,2,101,2,53,2,51
7131,1,1.0,1.0,Porter Ranch,False,1,1,1125,2,74,0,15
7132,-1,-1.0,-1.0,University Park,False,3,3,50,1,1,0,65
7133,-1,-1.0,1.0,Santa Monica,True,1,1,1125,30,4,0,1184
7134,1,1.0,0.91,Pasadena,False,2,2,1125,1,121,1,459
7135,1,0.9,0.88,West Hollywood,False,1,1,1125,30,7,0,632
7136,2,1.0,0.83,Westwood,True,1,1,1125,30,28,0,474
7137,2,1.0,0.83,Westwood,True,1,1,1125,30,68,0,474
7138,-1,-1.0,-1.0,Woodland Hills,False,2,2,60,5,0,0,290
7139,1,1.0,0.98,Glendale,True,1,1,1125,20,30,2,556
7140,-1,-1.0,-1.0,Downtown,True,2,2,14,1,11,0,1072
7141,2,0.9,0.46,Eagle Rock,True,1,1,1125,7,3,0,127
7142,2,1.0,0.81,Elysian Valley,True,2,2,1125,30,147,0,23
7143,-1,-1.0,-1.0,Carson,True,2,2,3,1,0,0,79
7144,-1,-1.0,-1.0,Sawtelle,False,1,1,1125,30,7,0,476
7145,1,1.0,0.99,West Hollywood,True,1,1,1125,31,190,0,632
7146,4,0.0,0.5,West Hollywood,True,3,3,1125,1,1,0,632
7147,-1,-1.0,-1.0,Lakewood,False,1,1,1125,1,0,0,51
7148,2,0.98,0.82,Pasadena,False,1,1,1124,30,32,0,459
7149,2,0.9,0.46,Eagle Rock,True,1,1,365,7,6,0,127
7150,-1,-1.0,-1.0,North Hollywood,True,1,1,1125,180,3,0,393
7151,-1,-1.0,-1.0,University Park,False,3,3,80,8,0,0,65
7152,-1,-1.0,-1.0,Echo Park,True,1,1,14,7,0,0,410
7153,-1,-1.0,1.0,Burbank,True,2,2,14,1,10,0,331
7154,3,0.86,0.91,Inglewood,True,2,2,31,3,164,0,402
7155,-1,-1.0,0.25,Altadena,True,1,1,30,5,1,0,228
7156,-1,-1.0,-1.0,Arlington Heights,False,1,1,21,3,1,0,128
7157,4,0.0,1.0,Santa Monica,True,1,1,60,2,28,0,1184
7158,1,1.0,1.0,Santa Clarita,False,1,1,28,2,260,11,146
7159,1,0.91,0.98,Hollywood,True,2,2,999,1,367,4,1616
7160,4,0.0,-1.0,Lomita,True,2,2,45,1,1,0,26
7161,-1,-1.0,-1.0,Atwater Village,True,2,2,1125,30,0,0,89
7162,-1,-1.0,-1.0,Santa Monica,True,1,1,1125,90,3,0,1184
7163,1,1.0,0.98,Long Beach,True,1,1,31,2,135,0,1573
7164,-1,-1.0,-1.0,Hollywood,False,1,1,120,30,89,0,1616
7165,2,1.0,0.98,Green Meadows,False,2,2,1125,1,340,0,41
7166,-1,-1.0,0.75,Arcadia,True,2,2,1125,1,18,0,185
7167,1,1.0,0.89,Signal Hill,False,2,2,1125,1,42,0,37
7168,-1,-1.0,-1.0,Stevenson Ranch,False,2,2,4,1,0,0,9
7169,-1,-1.0,-1.0,Inglewood,True,2,2,1125,1,1,0,402
7170,-1,-1.0,-1.0,North Hollywood,True,1,1,10,2,3,0,393
7171,-1,-1.0,-1.0,Harbor Gateway,False,3,3,30,30,6,0,37
7172,2,1.0,0.83,Avalon,False,1,1,90,2,97,2,149
7173,4,0.0,0.3,Mid-City,False,2,2,1125,5,94,0,397
7174,-1,-1.0,-1.0,Monterey Park,True,1,1,13,2,1,0,235
7175,-1,-1.0,-1.0,Mid-Wilshire,True,1,1,36,30,0,0,514
7176,-1,-1.0,-1.0,Westlake,True,1,1,1125,1,3,0,507
7177,1,1.0,0.99,Larchmont,False,1,1,1125,2,259,0,84
7178,2,0.89,0.89,Silver Lake,True,1,1,20,2,221,3,498
7179,1,1.0,0.9,Redondo Beach,True,2,2,1125,3,28,1,342
7180,1,1.0,1.0,Long Beach,False,2,2,1125,1,278,0,1573
7181,2,1.0,0.76,Venice,True,1,1,360,30,24,0,1701
7182,-1,-1.0,0.98,Mid-City,True,2,2,1125,1,172,0,397
7183,-1,-1.0,-1.0,Downtown,True,1,1,30,3,0,0,1072
7184,1,1.0,0.98,Exposition Park,False,2,2,1125,30,83,0,108
7185,2,1.0,0.92,Malibu,True,1,1,10,7,40,1,398
7186,2,0.93,0.9,Studio City,False,1,1,60,2,197,3,349
7187,2,1.0,0.83,Westwood,True,1,1,1125,30,49,0,474
7188,2,1.0,0.83,Westwood,True,1,1,1125,30,33,0,474
7189,-1,-1.0,-1.0,Playa del Rey,False,2,2,1,1,0,0,108
7190,2,1.0,0.67,Arcadia,False,2,2,1125,2,2,0,185
7191,2,1.0,0.67,Temple City,False,2,2,1125,1,1,0,142
7192,-1,-1.0,-1.0,Sawtelle,False,2,2,20,3,0,0,476
7193,-1,-1.0,-1.0,Brentwood,True,1,1,1125,2,0,0,198
7194,-1,-1.0,-1.0,Hermosa Beach,True,1,1,20,5,0,0,195
7195,-1,-1.0,-1.0,Beverly Grove,False,1,1,120,30,1,0,422
7196,-1,-1.0,-1.0,Van Nuys,True,2,2,9,1,1,0,201
7197,-1,-1.0,-1.0,Marina del Rey,False,1,1,1125,1,2,0,201
7198,-1,-1.0,-1.0,Beverly Grove,False,2,2,1125,2,3,0,422
7199,1,0.99,0.82,Tarzana,False,1,1,1124,3,48,1,125
7200,1,1.0,0.89,Alhambra,True,2,2,4,1,327,0,258
7201,1,1.0,0.75,Ladera Heights,False,2,2,1125,2,2,0,47
7202,-1,-1.0,-1.0,Mid-Wilshire,True,1,1,1125,30,58,0,514
7203,-1,-1.0,0.67,Echo Park,True,1,1,90,30,75,0,410
7204,3,0.56,0.64,Altadena,True,2,2,1125,5,47,0,228
7205,-1,-1.0,-1.0,Manhattan Beach,True,1,1,365,30,0,0,188
7206,-1,-1.0,-1.0,Echo Park,True,1,1,1125,30,0,0,410
7207,2,1.0,0.83,Westwood,True,1,1,1125,30,54,0,474
7208,1,1.0,1.0,Koreatown,False,2,2,365,1,34,0,518
7209,3,1.0,1.0,Santa Monica,True,1,1,365,3,157,0,1184
7210,-1,-1.0,0.0,Beverly Grove,False,2,2,1125,1,0,0,422
7211,2,1.0,0.83,Westwood,True,1,1,1125,30,26,0,474
7212,1,1.0,0.9,Azusa,False,2,2,1125,1,63,0,66
7213,2,1.0,0.67,North El Monte,False,2,2,1125,2,1,0,18
7214,3,1.0,0.98,Beverly Grove,False,1,1,1125,2,202,0,422
7215,1,0.86,0.91,Westlake,False,2,2,1125,30,67,0,507
7216,1,1.0,0.93,Leimert Park,False,1,1,1125,30,86,0,54
7217,-1,-1.0,-1.0,Downtown,True,1,1,1125,1,0,0,1072
7218,-1,-1.0,-1.0,Venice,True,1,1,30,6,3,0,1701
7219,-1,-1.0,-1.0,Los Feliz,False,1,1,1125,1,3,0,333
7220,2,0.95,0.43,Santa Monica,False,1,1,1125,31,12,1,1184
7221,1,1.0,0.75,Ladera Heights,False,2,2,1125,2,18,0,47
7222,-1,-1.0,-1.0,Beverly Grove,False,2,2,1125,30,0,0,422
7223,1,0.8,0.33,Long Beach,True,1,1,1125,7,0,0,1573
7224,-1,-1.0,-1.0,Pasadena,True,2,2,1125,3,85,0,459
7225,-1,-1.0,1.0,Venice,True,2,2,14,2,23,0,1701
7226,1,1.0,0.93,Venice,True,1,1,1125,4,62,3,1701
7227,2,1.0,0.9,Venice,True,1,1,90,4,33,1,1701
7228,1,1.0,0.93,Harvard Heights,False,3,3,1125,30,1,0,100
7229,2,1.0,0.8,West Los Angeles,False,1,1,1125,365,0,0,157
7230,2,1.0,0.5,Pacific Palisades,True,2,2,30,1,27,0,162
7231,-1,-1.0,-1.0,Hollywood Hills,True,1,1,18,1,0,0,787
7232,1,1.0,0.95,Venice,True,1,1,360,30,48,0,1701
7233,2,1.0,0.68,Valley Glen,False,1,1,1125,31,19,0,175
7234,-1,-1.0,-1.0,Porter Ranch,True,1,1,1125,1,1,0,15
7235,-1,-1.0,-1.0,Beverly Hills,True,1,1,6,2,0,0,540
7236,-1,-1.0,-1.0,Venice,True,1,1,30,1,6,0,1701
7237,1,1.0,0.93,Harvard Heights,False,3,3,1125,30,0,0,100
7238,1,1.0,0.93,Harvard Heights,False,3,3,1125,30,13,0,100
7239,-1,-1.0,-1.0,Los Feliz,True,1,1,1125,30,0,0,333
7240,1,1.0,0.93,Harvard Heights,False,3,3,1125,30,9,0,100
7241,1,1.0,1.0,Venice,True,1,1,28,2,328,9,1701
7242,-1,-1.0,-1.0,Silver Lake,True,1,1,31,30,39,0,498
7243,1,1.0,0.93,Harvard Heights,False,3,3,1125,30,3,0,100
7244,1,1.0,0.96,West Hollywood,True,1,1,30,2,225,4,632
7245,1,1.0,0.97,Venice,True,1,1,1125,30,84,0,1701
7246,-1,-1.0,-1.0,Culver City,False,2,2,1125,30,15,0,307
7247,1,0.87,0.81,Hollywood,False,1,1,1125,1,11,0,1616
7248,1,1.0,0.93,Sherman Oaks,True,2,2,28,2,19,2,375
7249,1,1.0,0.99,Sherman Oaks,True,1,1,28,1,221,6,375
7250,1,1.0,1.0,El Segundo,False,1,1,300,30,137,0,153
7251,-1,-1.0,-1.0,Cheviot Hills,False,1,1,1125,30,5,0,35
7252,-1,-1.0,-1.0,Hollywood Hills,True,2,2,30,5,3,0,787
7253,-1,-1.0,-1.0,Downtown,True,2,2,5,2,1,0,1072
7254,-1,-1.0,0.84,Sawtelle,False,1,1,90,30,56,0,476
7255,1,1.0,0.99,Hollywood,False,1,1,1125,31,137,0,1616
7256,1,1.0,0.96,North Hollywood,True,1,1,26,2,101,3,393
7257,1,0.99,0.39,Silver Lake,True,1,1,1125,1,123,3,498
7258,-1,-1.0,-1.0,Long Beach,False,2,2,6,2,1,0,1573
7259,-1,-1.0,-1.0,Marina del Rey,False,1,1,1125,1,0,0,201
7260,3,1.0,0.83,Lincoln Heights,True,1,1,45,3,125,0,66
7261,2,1.0,0.75,Long Beach,True,2,2,1125,2,37,0,1573
7262,1,1.0,0.88,Santa Monica,True,1,1,365,31,16,0,1184
7263,-1,-1.0,-1.0,Redondo Beach,False,1,1,45,13,2,0,342
7264,1,0.96,0.96,La Habra Heights,False,1,1,1125,2,68,0,16
7265,-1,-1.0,-1.0,Playa del Rey,False,2,2,1125,3,4,0,108
7266,-1,-1.0,1.0,Inglewood,True,2,2,1125,2,51,0,402
7267,1,1.0,1.0,Venice,False,1,1,30,2,239,3,1701
7268,1,1.0,0.99,Downtown,False,1,1,3,1,332,3,1072
7269,1,0.99,0.5,Playa Vista,False,1,1,1125,31,0,0,77
7270,-1,-1.0,-1.0,Long Beach,True,1,1,17,4,8,0,1573
7271,-1,-1.0,-1.0,Mar Vista,True,2,2,30,30,0,0,327
7272,2,1.0,0.93,East Pasadena,False,1,1,1125,2,102,0,43
7273,1,1.0,0.87,Diamond Bar,False,2,2,1125,1,13,0,152
7274,-1,-1.0,1.0,Montecito Heights,True,1,1,1125,1,124,0,66
7275,1,1.0,1.0,Sawtelle,False,1,1,1125,30,75,0,476
7276,-1,-1.0,-1.0,Sawtelle,False,1,1,1125,5,7,0,476
7277,-1,-1.0,-1.0,Mid-Wilshire,True,2,2,1125,30,2,0,514
7278,-1,-1.0,-1.0,Koreatown,False,1,1,31,30,4,0,518
7279,-1,-1.0,-1.0,Long Beach,True,1,1,150,90,1,0,1573
7280,1,0.99,1.0,Studio City,True,2,2,1125,1,370,9,349
7281,4,0.0,0.0,Silver Lake,True,1,1,362,30,34,0,498
7282,-1,-1.0,1.0,Hollywood,True,1,1,13,1,0,0,1616
7283,1,1.0,1.0,Santa Monica,True,1,1,1000,3,104,3,1184
7284,1,1.0,0.97,Larchmont,False,1,1,300,31,81,0,84
7285,-1,-1.0,-1.0,El Monte,True,2,2,5,1,1,0,107
7286,-1,-1.0,-1.0,Beverly Grove,False,2,2,1125,1,7,0,422
7287,-1,-1.0,1.0,Fairfax,False,2,2,30,1,376,0,261
7288,1,1.0,0.95,Gardena,True,2,2,20,1,543,0,104
7289,-1,-1.0,-1.0,Sherman Oaks,True,1,1,2,2,3,0,375
7290,-1,-1.0,-1.0,Mid-Wilshire,True,1,1,180,30,1,0,514
7291,-1,-1.0,-1.0,Culver City,True,1,1,8,2,2,0,307
7292,-1,-1.0,-1.0,East Hollywood,False,2,2,1125,30,0,0,526
7293,1,1.0,1.0,Long Beach,True,2,2,120,2,180,3,1573
7294,-1,-1.0,-1.0,Inglewood,False,2,2,1125,2,1,0,402
7295,1,0.95,0.95,West Covina,True,2,2,61,10,33,0,116
7296,-1,-1.0,-1.0,Mid-City,True,1,1,300,4,4,0,397
7297,1,0.97,0.99,Venice,True,1,1,90,32,199,3,1701
7298,1,1.0,0.95,Mid-City,False,2,2,65,30,219,0,397
7299,1,0.9,0.54,Los Feliz,True,1,1,1125,2,35,1,333
7300,2,0.75,1.0,Temple City,True,2,2,10,2,76,0,142
7301,3,1.0,0.44,Santa Monica,True,1,1,21,2,38,0,1184
7302,-1,-1.0,-1.0,Sawtelle,False,1,1,40,30,13,0,476
7303,1,1.0,1.0,Long Beach,True,2,2,1125,1,121,3,1573
7304,-1,-1.0,-1.0,Hermosa Beach,True,1,1,1125,30,0,0,195
7305,-1,-1.0,-1.0,Los Feliz,True,1,1,30,30,1,0,333
7306,-1,-1.0,-1.0,Chinatown,False,2,2,12,5,0,0,59
7307,1,0.95,0.92,Long Beach,False,1,1,1125,3,103,3,1573
7308,-1,-1.0,-1.0,Toluca Lake,True,1,1,30,15,0,0,66
7309,-1,-1.0,1.0,Burbank,True,1,1,14,1,32,0,331
7310,1,0.6,0.97,Downtown,False,1,1,1125,1,264,0,1072
7311,-1,-1.0,-1.0,Long Beach,True,2,2,30,2,0,0,1573
7312,-1,-1.0,0.33,Redondo Beach,True,1,1,1125,4,2,0,342
7313,-1,-1.0,-1.0,Mar Vista,True,1,1,1125,30,14,0,327
7314,2,1.0,0.98,Hollywood Hills,True,1,1,90,30,144,0,787
7315,-1,-1.0,-1.0,Carthay,False,1,1,30,2,0,0,69
7316,-1,-1.0,-1.0,Sawtelle,False,2,2,13,1,208,0,476
7317,1,0.9,0.95,Inglewood,True,2,2,29,1,166,0,402
7318,1,1.0,0.96,Culver City,False,1,1,29,1,176,2,307
7319,-1,-1.0,-1.0,Canoga Park,False,2,2,17,17,0,0,61
7320,-1,-1.0,-1.0,Mid-Wilshire,True,1,1,4,1,29,0,514
7321,1,0.9,0.93,Montecito Heights,False,2,2,29,1,175,0,66
7322,1,1.0,0.67,Echo Park,True,1,1,14,5,86,0,410
7323,1,0.9,0.75,Palmdale,False,2,2,365,3,16,1,96
7324,3,0.5,0.94,Long Beach,True,1,1,1125,2,142,0,1573
7325,1,1.0,0.85,Hollywood Hills,False,1,1,1125,5,26,2,787
7326,1,1.0,0.96,Long Beach,False,2,2,24,1,65,0,1573
7327,1,0.9,0.93,Montecito Heights,False,2,2,29,1,153,0,66
7328,1,0.9,0.95,Inglewood,True,2,2,30,1,209,0,402
7329,1,1.0,0.71,Hollywood Hills West,False,1,1,1125,7,5,0,521
7330,-1,-1.0,-1.0,Fairfax,False,1,1,30,30,6,0,261
7331,-1,-1.0,-1.0,Long Beach,True,1,1,1125,2,4,0,1573
7332,1,1.0,0.97,Sunland,False,1,1,1125,2,6,0,7
7333,-1,-1.0,-1.0,Studio City,True,2,2,30,30,5,0,349
7334,1,1.0,0.97,Avalon,False,1,1,30,2,110,1,149
7335,1,1.0,0.83,Reseda,False,2,2,365,30,13,1,112
7336,3,1.0,0.73,Culver City,False,1,1,90,30,14,0,307
7337,-1,-1.0,-1.0,Mar Vista,False,1,1,60,30,2,0,327
7338,1,1.0,0.77,Encino,True,1,1,30,2,95,0,136
7339,-1,-1.0,-1.0,Long Beach,True,1,1,1125,1,1,0,1573
7340,-1,-1.0,-1.0,Culver City,True,1,1,1125,30,1,0,307
7341,-1,-1.0,-1.0,Beverly Hills,True,3,3,1125,1,0,0,540
7342,-1,-1.0,-1.0,West Hollywood,False,1,1,4,2,0,0,632
7343,-1,-1.0,-1.0,Bel-Air,False,1,1,28,3,0,0,56
7344,-1,-1.0,0.73,Pico-Robertson,False,2,2,1125,31,30,0,165
7345,-1,-1.0,0.73,Pico-Robertson,False,2,2,1125,31,14,0,165
7346,-1,-1.0,1.0,Mar Vista,True,1,1,17,1,188,0,327
7347,1,0.92,1.0,Mar Vista,True,1,1,1125,2,93,2,327
7348,2,1.0,0.97,East Pasadena,False,1,1,90,4,107,2,43
7349,-1,-1.0,-1.0,San Gabriel,False,2,2,1125,2,0,0,142
7350,1,0.8,0.44,Culver City,True,1,1,180,4,23,0,307
7351,1,1.0,0.97,Gramercy Park,False,2,2,1125,30,20,0,13
7352,-1,-1.0,-1.0,Panorama City,False,1,1,30,30,12,0,22
7353,2,0.95,0.89,Venice,True,1,1,360,3,145,1,1701
7354,-1,-1.0,-1.0,Glendale,True,1,1,31,5,1,0,556
7355,1,1.0,0.98,North El Monte,False,2,2,61,14,65,0,18
7356,1,1.0,0.97,Santa Clarita,False,1,1,365,5,56,0,146
7357,1,0.96,0.76,Pomona,False,2,2,1125,1,175,5,121
7358,-1,-1.0,-1.0,Glassell Park,True,1,1,7,2,4,0,78
7359,1,1.0,-1.0,Diamond Bar,False,1,1,1125,5,0,0,152
7360,1,1.0,1.0,Del Rey,True,2,2,28,1,58,3,239
7361,1,1.0,0.98,Van Nuys,False,1,1,10,2,98,1,201
7362,2,1.0,1.0,Palms,False,2,2,10,5,248,0,249
7363,-1,-1.0,-1.0,Monrovia,True,2,2,2,1,0,0,87
7364,1,1.0,1.0,Del Rey,True,2,2,28,1,43,0,239
7365,-1,-1.0,-1.0,Encino,True,1,1,28,4,2,0,136
7366,-1,-1.0,0.94,Long Beach,True,2,2,10,2,150,0,1573
7367,-1,-1.0,-1.0,Westwood,True,3,3,30,30,0,0,474
7368,-1,-1.0,-1.0,Pasadena,True,2,2,1125,1,0,0,459
7369,-1,-1.0,-1.0,Long Beach,True,2,2,4,1,0,0,1573
7370,1,1.0,0.98,La Crescenta-Montrose,False,1,1,1125,20,33,0,19
7371,2,1.0,0.81,Elysian Valley,True,1,1,725,30,163,0,23
7372,-1,-1.0,-1.0,Mar Vista,True,2,2,5,1,7,0,327
7373,-1,-1.0,-1.0,Beverly Hills,True,1,1,7,4,3,0,540
7374,-1,-1.0,-1.0,Westlake,True,1,1,1125,30,0,0,507
7375,2,1.0,1.0,Culver City,True,1,1,60,3,32,0,307
7376,-1,-1.0,-1.0,Studio City,True,2,2,17,2,46,0,349
7377,-1,-1.0,-1.0,Mid-Wilshire,True,3,3,1125,30,0,0,514
7378,2,1.0,0.97,Altadena,True,2,2,1125,2,15,0,228
7379,-1,-1.0,-1.0,Long Beach,True,1,1,1125,1,4,0,1573
7380,2,1.0,0.82,Downtown,True,1,1,1125,2,5,0,1072
7381,-1,-1.0,-1.0,Beverly Hills,True,1,1,1125,1,0,0,540
7382,3,1.0,0.0,Santa Monica,True,1,1,60,30,0,0,1184
7383,3,1.0,-1.0,Sherman Oaks,False,1,1,365,31,0,0,375
7384,-1,-1.0,-1.0,Willowbrook,False,3,3,30,30,17,0,12
7385,1,1.0,0.99,Rowland Heights,False,2,2,27,3,201,2,517
7386,1,1.0,0.94,Eagle Rock,True,1,1,365,30,39,0,127
7387,1,1.0,0.88,Glendale,True,2,2,1125,3,17,0,556
7388,2,0.8,0.94,East Hollywood,False,1,1,365,30,188,0,526
7389,-1,-1.0,-1.0,Adams-Normandie,False,1,1,1125,1,0,0,41
7390,-1,-1.0,-1.0,Hollywood,False,1,1,1125,1,1,0,1616
7391,-1,-1.0,1.0,North Hollywood,False,2,2,1125,2,3,0,393
7392,-1,-1.0,0.98,Mid-City,True,2,2,1125,1,239,0,397
7393,4,0.0,0.39,Venice,True,1,1,1125,30,0,0,1701
7394,-1,-1.0,-1.0,Inglewood,True,2,2,4,1,0,0,402
7395,2,1.0,0.84,Long Beach,True,1,1,1125,2,170,1,1573
7396,1,1.0,0.94,Downtown,True,2,1,1125,2,195,2,1072
7397,1,1.0,0.99,West Covina,True,1,1,120,1,175,4,116
7398,-1,-1.0,1.0,Sherman Oaks,True,1,1,21,3,9,0,375
7399,2,0.83,0.97,Inglewood,True,2,2,30,2,281,0,402
7400,1,1.0,0.95,Downtown,True,2,1,1125,2,183,0,1072
7401,-1,-1.0,-1.0,Downtown,False,1,1,1125,1,1,0,1072
